id,crop_type,supplier,crop_date,crop_supply,crop_price
11981,TG,D,2022-08-12,825,6310
11982,TG,D,2022-08-13,1197,5454
11983,TG,D,2022-08-14,0,0
11984,TG,D,2022-08-15,819,7346
11985,TG,D,2022-08-16,1116,7353
11986,TG,D,2022-08-17,987,6867
11987,TG,D,2022-08-18,2586,5578
11988,TG,D,2022-08-19,2211,5153
11989,TG,D,2022-08-20,744,5255
11990,TG,D,2022-08-21,0,0
11991,TG,D,2022-08-22,1265,6331
11992,TG,D,2022-08-23,1119,5679
11993,TG,D,2022-08-24,2232,5067
11994,TG,D,2022-08-25,549,6561
11995,TG,D,2022-08-26,801,7241
11996,TG,D,2022-08-27,1284,6227
11997,TG,D,2022-08-28,0,0
11998,TG,D,2022-08-29,2959,5729
11999,TG,D,2022-08-30,2454,5310
12000,TG,D,2022-08-31,1962,6032
12001,TG,D,2022-09-01,2142,6580
12002,TG,D,2022-09-02,3585,5927
12003,TG,D,2022-09-03,2909,5976
12004,TG,D,2022-09-04,0,0
12005,TG,D,2022-09-05,3559,6343
12006,TG,D,2022-09-06,2312,6050
12007,TG,D,2022-09-07,3742,6418
12008,TG,D,2022-09-08,3247,6699
12009,TG,D,2022-09-09,1971,4713
12010,TG,D,2022-09-10,0,0
12011,TG,D,2022-09-11,0,0
12012,TG,D,2022-09-12,0,0
12013,TG,D,2022-09-13,1617,6121
12014,TG,D,2022-09-14,1890,5238
12015,TG,D,2022-09-15,1023,6389
12016,TG,D,2022-09-16,1263,5990
12017,TG,D,2022-09-17,1689,6024
12018,TG,D,2022-09-18,0,0
12019,TG,D,2022-09-19,3017,5435
12020,TG,D,2022-09-20,2070,5442
12021,TG,D,2022-09-21,2832,4870
12022,TG,D,2022-09-22,2490,5124
12023,TG,D,2022-09-23,1561,5780
12024,TG,D,2022-09-24,2277,4528
12025,TG,D,2022-09-25,0,0
12026,TG,D,2022-09-26,3990,4133
12027,TG,D,2022-09-27,1713,5492
12028,TG,D,2022-09-28,4218,3904
12029,TG,D,2022-09-29,4549,4232
12030,TG,D,2022-09-30,4782,2949
12031,TG,D,2022-10-01,4640,4151
12032,TG,D,2022-10-02,0,0
12033,TG,D,2022-10-03,6139,2930
12034,TG,D,2022-10-04,5295,2272
12035,TG,D,2022-10-05,5702,2698
12036,TG,D,2022-10-06,4218,2915
12037,TG,D,2022-10-07,7893,2798
12038,TG,D,2022-10-08,5646,2645
12039,TG,D,2022-10-09,0,0
12040,TG,D,2022-10-10,7173,3041
12041,TG,D,2022-10-11,7799,3124
12042,TG,D,2022-10-12,10085,2490
12043,TG,D,2022-10-13,14920,2134
12044,TG,D,2022-10-14,19951,2023
12045,TG,D,2022-10-15,22541,2040
12046,TG,D,2022-10-16,0,0
12047,TG,D,2022-10-17,23614,1886
12048,TG,D,2022-10-18,15435,1700
12049,TG,D,2022-10-19,22524,1670
12050,TG,D,2022-10-20,21426,1361
12051,TG,D,2022-10-21,22113,1326
12052,TG,D,2022-10-22,23319,1423
12053,TG,D,2022-10-23,0,0
12054,TG,D,2022-10-24,29296,1392
12055,TG,D,2022-10-25,25327,1305
12056,TG,D,2022-10-26,17072,1443
12057,TG,D,2022-10-27,19151,1393
12058,TG,D,2022-10-28,18260,1441
12059,TG,D,2022-10-29,20357,1251
12060,TG,D,2022-10-30,0,0
12061,TG,D,2022-10-31,19231,1683
12062,TG,D,2022-11-01,16573,1563
12063,TG,D,2022-11-02,22838,1546
12064,TG,D,2022-11-03,28493,1217
12065,TG,D,2022-11-04,25787,1333
12066,TG,D,2022-11-05,22888,1332
12067,TG,D,2022-11-06,0,0
12068,TG,D,2022-11-07,28353,1450
12069,TG,D,2022-11-08,17568,1699
12070,TG,D,2022-11-09,19880,1651
12071,TG,D,2022-11-10,20755,1685
12072,TG,D,2022-11-11,26347,1366
12073,TG,D,2022-11-12,10138,1459
12074,TG,D,2022-11-13,0,0
12075,TG,D,2022-11-14,18015,1778
12076,TG,D,2022-11-15,18057,1567
12077,TG,D,2022-11-16,5080,1891
12078,TG,D,2022-11-17,22276,1954
12079,TG,D,2022-11-18,21922,1819
12080,TG,D,2022-11-19,23790,1595
12081,TG,D,2022-11-20,0,0
12082,TG,D,2022-11-21,34490,1580
12083,TG,D,2022-11-22,26703,1284
12084,TG,D,2022-11-23,22611,1730
12085,TG,D,2022-11-24,15221,2118
12086,TG,D,2022-11-25,13787,1675
12087,TG,D,2022-11-26,10910,1714
12088,TG,D,2022-11-27,0,0
12089,TG,D,2022-11-28,25272,1923
12090,TG,D,2022-11-29,18760,1704
12091,TG,D,2022-11-30,20974,1505
12092,TG,D,2022-12-01,33009,1583
12093,TG,D,2022-12-02,24645,1369
12094,TG,D,2022-12-03,20825,1391
12095,TG,D,2022-12-04,0,0
12096,TG,D,2022-12-05,21091,1769
12097,TG,D,2022-12-06,16270,1642
12098,TG,D,2022-12-07,21085,1765
12099,TG,D,2022-12-08,22430,1886
12100,TG,D,2022-12-09,23724,1829
12101,TG,D,2022-12-10,25735,1977
12102,TG,D,2022-12-11,0,0
12103,TG,D,2022-12-12,42088,1862
12104,TG,D,2022-12-13,38317,1611
12105,TG,D,2022-12-14,29667,1518
12106,TG,D,2022-12-15,27275,1494
12107,TG,D,2022-12-16,30630,1620
12108,TG,D,2022-12-17,20702,1509
12109,TG,D,2022-12-18,0,0
12110,TG,D,2022-12-19,23895,1878
12111,TG,D,2022-12-20,17428,2557
12112,TG,D,2022-12-21,17264,2806
12113,TG,D,2022-12-22,21711,2859
12114,TG,D,2022-12-23,32034,2321
12115,TG,D,2022-12-24,24338,2310
12116,TG,D,2022-12-25,0,0
12117,TG,D,2022-12-26,24949,2862
12118,TG,D,2022-12-27,20292,2630
12119,TG,D,2022-12-28,24741,2666
12120,TG,D,2022-12-29,25725,2216
12121,TG,D,2022-12-30,25595,2689
12122,TG,D,2022-12-31,34419,2274
12123,TG,D,2023-01-01,0,0
12124,TG,D,2023-01-02,0,0
12125,TG,D,2023-01-03,41432,2328
12126,TG,D,2023-01-04,28955,2162
12127,TG,D,2023-01-05,26186,2482
12128,TG,D,2023-01-06,22690,2973
12129,TG,D,2023-01-07,25621,2510
12130,TG,D,2023-01-08,0,0
12131,TG,D,2023-01-09,39225,3448
12132,TG,D,2023-01-10,28637,4073
12133,TG,D,2023-01-11,40437,3667
12134,TG,D,2023-01-12,23252,3886
12135,TG,D,2023-01-13,17088,4448
12136,TG,D,2023-01-14,16773,3645
12137,TG,D,2023-01-15,0,0
12138,TG,D,2023-01-16,44240,3167
12139,TG,D,2023-01-17,39596,3294
12140,TG,D,2023-01-18,22450,3217
12141,TG,D,2023-01-19,27800,2655
12142,TG,D,2023-01-20,29329,2804
12143,TG,D,2023-01-21,19399,3019
12144,TG,D,2023-01-22,0,0
12145,TG,D,2023-01-23,0,0
12146,TG,D,2023-01-24,0,0
12147,TG,D,2023-01-25,11920,2608
12148,TG,D,2023-01-26,4740,2846
12149,TG,D,2023-01-27,18714,2778
12150,TG,D,2023-01-28,18118,2571
12151,TG,D,2023-01-29,0,0
12152,TG,D,2023-01-30,26683,2943
12153,TG,D,2023-01-31,12990,3049
12154,TG,D,2023-02-01,13239,2925
12155,TG,D,2023-02-02,16786,2304
12156,TG,D,2023-02-03,32052,2339
12157,TG,D,2023-02-04,20427,1728
12158,TG,D,2023-02-05,0,0
12159,TG,D,2023-02-06,24155,2045
12160,TG,D,2023-02-07,17821,1818
12161,TG,D,2023-02-08,5060,2253
12162,TG,D,2023-02-09,11505,2238
12163,TG,D,2023-02-10,7617,2863
12164,TG,D,2023-02-11,12361,2698
12165,TG,D,2023-02-12,0,0
12166,TG,D,2023-02-13,23187,2316
12167,TG,D,2023-02-14,16645,1974
12168,TG,D,2023-02-15,10072,2472
12169,TG,D,2023-02-16,5885,2652
12170,TG,D,2023-02-17,11719,2248
12171,TG,D,2023-02-18,11779,2688
12172,TG,D,2023-02-19,0,0
12173,TG,D,2023-02-20,15223,2558
12174,TG,D,2023-02-21,8456,3136
12175,TG,D,2023-02-22,11713,2539
12176,TG,D,2023-02-23,12651,2955
12177,TG,D,2023-02-24,11493,3323
12178,TG,D,2023-02-25,9158,3321
12179,TG,D,2023-02-26,0,0
12180,TG,D,2023-02-27,12819,3409
12181,TG,D,2023-02-28,10525,3236
12182,TG,D,2023-03-01,10716,4631
12183,TG,D,2023-03-02,7928,4114
12184,TG,D,2023-03-03,11159,4146
12185,TG,E,2019-01-01,0,0
12186,TG,E,2019-01-02,0,0
12187,TG,E,2019-01-03,50752,1692
12188,TG,E,2019-01-04,45868,1475
12189,TG,E,2019-01-05,50940,1392
12190,TG,E,2019-01-06,0,0
12191,TG,E,2019-01-07,47438,1367
12192,TG,E,2019-01-08,38159,1352
12193,TG,E,2019-01-09,51370,1272
12194,TG,E,2019-01-10,45058,1434
12195,TG,E,2019-01-11,40545,1218
12196,TG,E,2019-01-12,40076,1214
12197,TG,E,2019-01-13,0,0
12198,TG,E,2019-01-14,25765,1633
12199,TG,E,2019-01-15,43312,1148
12200,TG,E,2019-01-16,36124,1256
12201,TG,E,2019-01-17,47427,1111
12202,TG,E,2019-01-18,42150,1136
12203,TG,E,2019-01-19,18839,1428
12204,TG,E,2019-01-20,0,0
12205,TG,E,2019-01-21,17173,2134
12206,TG,E,2019-01-22,18730,1718
12207,TG,E,2019-01-23,38470,1391
12208,TG,E,2019-01-24,25110,1446
12209,TG,E,2019-01-25,36735,1741
12210,TG,E,2019-01-26,36115,1449
12211,TG,E,2019-01-27,0,0
12212,TG,E,2019-01-28,46010,1508
12213,TG,E,2019-01-29,34844,1536
12214,TG,E,2019-01-30,33072,1509
12215,TG,E,2019-01-31,34986,1642
12216,TG,E,2019-02-01,30522,1507
12217,TG,E,2019-02-02,18310,1439
12218,TG,E,2019-02-03,0,0
12219,TG,E,2019-02-04,17601,2199
12220,TG,E,2019-02-05,0,0
12221,TG,E,2019-02-06,0,0
12222,TG,E,2019-02-07,0,0
12223,TG,E,2019-02-08,9454,1794
12224,TG,E,2019-02-09,2370,1701
12225,TG,E,2019-02-10,0,0
12226,TG,E,2019-02-11,5195,1673
12227,TG,E,2019-02-12,5545,1678
12228,TG,E,2019-02-13,10116,3015
12229,TG,E,2019-02-14,5930,1775
12230,TG,E,2019-02-15,17249,2435
12231,TG,E,2019-02-16,6870,1934
12232,TG,E,2019-02-17,0,0
12233,TG,E,2019-02-18,10048,2323
12234,TG,E,2019-02-19,4170,1662
12235,TG,E,2019-02-20,6495,1684
12236,TG,E,2019-02-21,5865,1783
12237,TG,E,2019-02-22,0,0
12238,TG,E,2019-02-23,4860,1606
12239,TG,E,2019-02-24,0,0
12240,TG,E,2019-02-25,3941,2910
12241,TG,E,2019-02-26,330,2394
12242,TG,E,2019-02-27,429,4002
12243,TG,E,2019-02-28,4545,2146
12244,TG,E,2019-03-01,940,2723
12245,TG,E,2019-03-02,468,2709
12246,TG,E,2019-03-03,0,0
12247,TG,E,2019-03-04,4030,3538
12248,TG,E,2019-03-05,210,3990
12249,TG,E,2019-03-06,930,5663
12250,TG,E,2019-03-07,975,3677
12251,TG,E,2019-03-08,390,3436
12252,TG,E,2019-03-09,405,4474
12253,TG,E,2019-03-10,0,0
12254,TG,E,2019-03-11,400,4400
12255,TG,E,2019-03-12,380,4242
12256,TG,E,2019-03-13,185,2800
12257,TG,E,2019-03-14,0,0
12258,TG,E,2019-03-15,0,0
12259,TG,E,2019-03-16,0,0
12260,TG,E,2019-03-17,0,0
12261,TG,E,2019-03-18,0,0
12262,TG,E,2019-03-19,830,2808
12263,TG,E,2019-03-20,0,0
12264,TG,E,2019-03-21,0,0
12265,TG,E,2019-03-22,0,0
12266,TG,E,2019-03-23,0,0
12267,TG,E,2019-03-24,0,0
12268,TG,E,2019-03-25,0,0
12269,TG,E,2019-03-26,0,0
12270,TG,E,2019-03-27,0,0
12271,TG,E,2019-03-28,0,0
12272,TG,E,2019-03-29,0,0
12273,TG,E,2019-03-30,0,0
12274,TG,E,2019-03-31,0,0
12275,TG,E,2019-04-01,0,0
12276,TG,E,2019-04-02,0,0
12277,TG,E,2019-04-03,0,0
12278,TG,E,2019-04-04,0,0
12279,TG,E,2019-04-05,0,0
12280,TG,E,2019-04-06,0,0
12281,TG,E,2019-04-07,0,0
12282,TG,E,2019-04-08,1191,6867
12283,TG,E,2019-04-09,0,0
12284,TG,E,2019-04-10,0,0
12285,TG,E,2019-04-11,1458,6812
12286,TG,E,2019-04-12,0,0
12287,TG,E,2019-04-13,0,0
12288,TG,E,2019-04-14,0,0
12289,TG,E,2019-04-15,0,0
12290,TG,E,2019-04-16,0,0
12291,TG,E,2019-04-17,0,0
12292,TG,E,2019-04-18,0,0
12293,TG,E,2019-04-19,0,0
12294,TG,E,2019-04-20,0,0
12295,TG,E,2019-04-21,0,0
12296,TG,E,2019-04-22,0,0
12297,TG,E,2019-04-23,0,0
12298,TG,E,2019-04-24,0,0
12299,TG,E,2019-04-25,0,0
12300,TG,E,2019-04-26,0,0
12301,TG,E,2019-04-27,0,0
12302,TG,E,2019-04-28,0,0
12303,TG,E,2019-04-29,0,0
12304,TG,E,2019-04-30,201,5050
12305,TG,E,2019-05-01,0,0
12306,TG,E,2019-05-02,0,0
12307,TG,E,2019-05-03,0,0
12308,TG,E,2019-05-04,0,0
12309,TG,E,2019-05-05,0,0
12310,TG,E,2019-05-06,0,0
12311,TG,E,2019-05-07,0,0
12312,TG,E,2019-05-08,715,4598
12313,TG,E,2019-05-09,0,0
12314,TG,E,2019-05-10,217,8465
12315,TG,E,2019-05-11,170,8159
12316,TG,E,2019-05-12,0,0
12317,TG,E,2019-05-13,102,8216
12318,TG,E,2019-05-14,87,7667
12319,TG,E,2019-05-15,0,0
12320,TG,E,2019-05-16,249,7647
12321,TG,E,2019-05-17,574,6096
12322,TG,E,2019-05-18,120,6383
12323,TG,E,2019-05-19,0,0
12324,TG,E,2019-05-20,0,0
12325,TG,E,2019-05-21,270,7163
12326,TG,E,2019-05-22,330,4927
12327,TG,E,2019-05-23,470,5745
12328,TG,E,2019-05-24,170,6012
12329,TG,E,2019-05-25,150,6933
12330,TG,E,2019-05-26,0,0
12331,TG,E,2019-05-27,373,5535
12332,TG,E,2019-05-28,350,5891
12333,TG,E,2019-05-29,302,7058
12334,TG,E,2019-05-30,261,6899
12335,TG,E,2019-05-31,190,7032
12336,TG,E,2019-06-01,136,7200
12337,TG,E,2019-06-02,0,0
12338,TG,E,2019-06-03,152,7400
12339,TG,E,2019-06-04,406,6762
12340,TG,E,2019-06-05,200,6900
12341,TG,E,2019-06-06,0,0
12342,TG,E,2019-06-07,159,7818
12343,TG,E,2019-06-08,916,6206
12344,TG,E,2019-06-09,0,0
12345,TG,E,2019-06-10,369,6751
12346,TG,E,2019-06-11,348,4955
12347,TG,E,2019-06-12,168,7208
12348,TG,E,2019-06-13,630,5547
12349,TG,E,2019-06-14,198,7429
12350,TG,E,2019-06-15,0,0
12351,TG,E,2019-06-16,0,0
12352,TG,E,2019-06-17,359,7142
12353,TG,E,2019-06-18,200,6700
12354,TG,E,2019-06-19,168,5565
12355,TG,E,2019-06-20,125,3968
12356,TG,E,2019-06-21,0,0
12357,TG,E,2019-06-22,117,8538
12358,TG,E,2019-06-23,0,0
12359,TG,E,2019-06-24,165,8279
12360,TG,E,2019-06-25,165,5976
12361,TG,E,2019-06-26,454,7778
12362,TG,E,2019-06-27,0,0
12363,TG,E,2019-06-28,0,0
12364,TG,E,2019-06-29,0,0
12365,TG,E,2019-06-30,0,0
12366,TG,E,2019-07-01,132,8091
12367,TG,E,2019-07-02,0,0
12368,TG,E,2019-07-03,0,0
12369,TG,E,2019-07-04,126,8444
12370,TG,E,2019-07-05,0,0
12371,TG,E,2019-07-06,156,7801
12372,TG,E,2019-07-07,0,0
12373,TG,E,2019-07-08,0,0
12374,TG,E,2019-07-09,0,0
12375,TG,E,2019-07-10,0,0
12376,TG,E,2019-07-11,135,8474
12377,TG,E,2019-07-12,150,7953
12378,TG,E,2019-07-13,0,0
12379,TG,E,2019-07-14,0,0
12380,TG,E,2019-07-15,126,8294
12381,TG,E,2019-07-16,296,5743
12382,TG,E,2019-07-17,96,8000
12383,TG,E,2019-07-18,0,0
12384,TG,E,2019-07-19,0,0
12385,TG,E,2019-07-20,0,0
12386,TG,E,2019-07-21,0,0
12387,TG,E,2019-07-22,93,7161
12388,TG,E,2019-07-23,288,6875
12389,TG,E,2019-07-24,0,0
12390,TG,E,2019-07-25,0,0
12391,TG,E,2019-07-26,0,0
12392,TG,E,2019-07-27,159,7220
12393,TG,E,2019-07-28,0,0
12394,TG,E,2019-07-29,177,7198
12395,TG,E,2019-07-30,168,6661
12396,TG,E,2019-07-31,186,5726
12397,TG,E,2019-08-01,171,6556
12398,TG,E,2019-08-02,174,6862
12399,TG,E,2019-08-03,0,0
12400,TG,E,2019-08-04,0,0
12401,TG,E,2019-08-05,396,2336
12402,TG,E,2019-08-06,0,0
12403,TG,E,2019-08-07,177,7051
12404,TG,E,2019-08-08,0,0
12405,TG,E,2019-08-09,368,4935
12406,TG,E,2019-08-10,225,5511
12407,TG,E,2019-08-11,0,0
12408,TG,E,2019-08-12,300,6087
12409,TG,E,2019-08-13,275,4476
12410,TG,E,2019-08-14,348,5385
12411,TG,E,2019-08-15,378,5130
12412,TG,E,2019-08-16,0,0
12413,TG,E,2019-08-17,220,5000
12414,TG,E,2019-08-18,0,0
12415,TG,E,2019-08-19,957,6482
12416,TG,E,2019-08-20,210,4771
12417,TG,E,2019-08-21,100,7400
12418,TG,E,2019-08-22,683,5795
12419,TG,E,2019-08-23,993,4771
12420,TG,E,2019-08-24,296,5203
12421,TG,E,2019-08-25,0,0
12422,TG,E,2019-08-26,1945,4502
12423,TG,E,2019-08-27,395,6038
12424,TG,E,2019-08-28,1494,4354
12425,TG,E,2019-08-29,0,0
12426,TG,E,2019-08-30,230,3135
12427,TG,E,2019-08-31,771,5395
12428,TG,E,2019-09-01,0,0
12429,TG,E,2019-09-02,650,6215
12430,TG,E,2019-09-03,1382,4041
12431,TG,E,2019-09-04,1861,5566
12432,TG,E,2019-09-05,833,6318
12433,TG,E,2019-09-06,1020,4969
12434,TG,E,2019-09-07,1202,2869
12435,TG,E,2019-09-08,0,0
12436,TG,E,2019-09-09,4028,3987
12437,TG,E,2019-09-10,3398,4214
12438,TG,E,2019-09-11,1493,4281
12439,TG,E,2019-09-12,3635,3933
12440,TG,E,2019-09-13,0,0
12441,TG,E,2019-09-14,0,0
12442,TG,E,2019-09-15,0,0
12443,TG,E,2019-09-16,800,4748
12444,TG,E,2019-09-17,330,6133
12445,TG,E,2019-09-18,200,7730
12446,TG,E,2019-09-19,1133,3172
12447,TG,E,2019-09-20,2151,2743
12448,TG,E,2019-09-21,824,2714
12449,TG,E,2019-09-22,0,0
12450,TG,E,2019-09-23,110,7400
12451,TG,E,2019-09-24,1112,4340
12452,TG,E,2019-09-25,2348,5240
12453,TG,E,2019-09-26,1111,3409
12454,TG,E,2019-09-27,1515,3954
12455,TG,E,2019-09-28,2933,3127
12456,TG,E,2019-09-29,0,0
12457,TG,E,2019-09-30,4328,3092
12458,TG,E,2019-10-01,3201,3042
12459,TG,E,2019-10-02,4300,1571
12460,TG,E,2019-10-03,219,2306
12461,TG,E,2019-10-04,940,4790
12462,TG,E,2019-10-05,3260,2316
12463,TG,E,2019-10-06,0,0
12464,TG,E,2019-10-07,11100,1717
12465,TG,E,2019-10-08,2815,2108
12466,TG,E,2019-10-09,6295,1579
12467,TG,E,2019-10-10,4516,2223
12468,TG,E,2019-10-11,8055,1568
12469,TG,E,2019-10-12,10449,1644
12470,TG,E,2019-10-13,0,0
12471,TG,E,2019-10-14,16034,1427
12472,TG,E,2019-10-15,16801,1385
12473,TG,E,2019-10-16,10320,1325
12474,TG,E,2019-10-17,4101,1742
12475,TG,E,2019-10-18,11995,1571
12476,TG,E,2019-10-19,21727,1590
12477,TG,E,2019-10-20,0,0
12478,TG,E,2019-10-21,14619,1468
12479,TG,E,2019-10-22,5240,1389
12480,TG,E,2019-10-23,12420,1335
12481,TG,E,2019-10-24,18355,1232
12482,TG,E,2019-10-25,12960,893
12483,TG,E,2019-10-26,17770,911
12484,TG,E,2019-10-27,0,0
12485,TG,E,2019-10-28,14695,961
12486,TG,E,2019-10-29,5350,1097
12487,TG,E,2019-10-30,13680,822
12488,TG,E,2019-10-31,9909,910
12489,TG,E,2019-11-01,9515,845
12490,TG,E,2019-11-02,3010,703
12491,TG,E,2019-11-03,0,0
12492,TG,E,2019-11-04,7690,761
12493,TG,E,2019-11-05,1000,879
12494,TG,E,2019-11-06,3726,893
12495,TG,E,2019-11-07,12295,739
12496,TG,E,2019-11-08,13190,748
12497,TG,E,2019-11-09,8835,752
12498,TG,E,2019-11-10,0,0
12499,TG,E,2019-11-11,12520,940
12500,TG,E,2019-11-12,3625,911
12501,TG,E,2019-11-13,25805,1317
12502,TG,E,2019-11-14,16910,1248
12503,TG,E,2019-11-15,18910,1564
12504,TG,E,2019-11-16,17910,1589
12505,TG,E,2019-11-17,0,0
12506,TG,E,2019-11-18,41550,1088
12507,TG,E,2019-11-19,25910,1320
12508,TG,E,2019-11-20,23420,1410
12509,TG,E,2019-11-21,18882,1468
12510,TG,E,2019-11-22,12470,2022
12511,TG,E,2019-11-23,19918,1733
12512,TG,E,2019-11-24,0,0
12513,TG,E,2019-11-25,26845,1647
12514,TG,E,2019-11-26,28105,1350
12515,TG,E,2019-11-27,30755,1392
12516,TG,E,2019-11-28,25435,1324
12517,TG,E,2019-11-29,28910,1123
12518,TG,E,2019-11-30,26466,1181
12519,TG,E,2019-12-01,0,0
12520,TG,E,2019-12-02,25210,1375
12521,TG,E,2019-12-03,19600,1447
12522,TG,E,2019-12-04,26735,1445
12523,TG,E,2019-12-05,24095,1659
12524,TG,E,2019-12-06,33075,1315
12525,TG,E,2019-12-07,28380,1349
12526,TG,E,2019-12-08,0,0
12527,TG,E,2019-12-09,51377,1025
12528,TG,E,2019-12-10,22935,1030
12529,TG,E,2019-12-11,43010,1018
12530,TG,E,2019-12-12,23990,1165
12531,TG,E,2019-12-13,41255,993
12532,TG,E,2019-12-14,27507,1261
12533,TG,E,2019-12-15,0,0
12534,TG,E,2019-12-16,51040,959
12535,TG,E,2019-12-17,24880,918
12536,TG,E,2019-12-18,53313,969
12537,TG,E,2019-12-19,10635,585
12538,TG,E,2019-12-20,27965,737
12539,TG,E,2019-12-21,1600,1299
12540,TG,E,2019-12-22,0,0
12541,TG,E,2019-12-23,33315,798
12542,TG,E,2019-12-24,7650,808
12543,TG,E,2019-12-25,7280,747
12544,TG,E,2019-12-26,18690,864
12545,TG,E,2019-12-27,10599,955
12546,TG,E,2019-12-28,28235,845
12547,TG,E,2019-12-29,0,0
12548,TG,E,2019-12-30,28730,981
12549,TG,E,2019-12-31,23021,1120
12550,TG,E,2020-01-01,0,0
12551,TG,E,2020-01-02,0,0
12552,TG,E,2020-01-03,43720,940
12553,TG,E,2020-01-04,31820,901
12554,TG,E,2020-01-05,0,0
12555,TG,E,2020-01-06,28245,920
12556,TG,E,2020-01-07,11340,895
12557,TG,E,2020-01-08,12320,875
12558,TG,E,2020-01-09,2360,849
12559,TG,E,2020-01-10,16800,853
12560,TG,E,2020-01-11,20310,988
12561,TG,E,2020-01-12,0,0
12562,TG,E,2020-01-13,17520,920
12563,TG,E,2020-01-14,11800,998
12564,TG,E,2020-01-15,11220,1090
12565,TG,E,2020-01-16,9148,1405
12566,TG,E,2020-01-17,6183,1516
12567,TG,E,2020-01-18,20025,1368
12568,TG,E,2020-01-19,0,0
12569,TG,E,2020-01-20,14805,1309
12570,TG,E,2020-01-21,2275,2342
12571,TG,E,2020-01-22,26025,1032
12572,TG,E,2020-01-23,17402,834
12573,TG,E,2020-01-24,3185,1774
12574,TG,E,2020-01-25,0,0
12575,TG,E,2020-01-26,0,0
12576,TG,E,2020-01-27,0,0
12577,TG,E,2020-01-28,1000,1250
12578,TG,E,2020-01-29,3065,1186
12579,TG,E,2020-01-30,2352,1760
12580,TG,E,2020-01-31,2830,1388
12581,TG,E,2020-02-01,2490,1919
12582,TG,E,2020-02-02,0,0
12583,TG,E,2020-02-03,3584,1726
12584,TG,E,2020-02-04,5287,1027
12585,TG,E,2020-02-05,3745,983
12586,TG,E,2020-02-06,2875,1126
12587,TG,E,2020-02-07,10920,919
12588,TG,E,2020-02-08,4670,1196
12589,TG,E,2020-02-09,0,0
12590,TG,E,2020-02-10,10340,1095
12591,TG,E,2020-02-11,10715,1909
12592,TG,E,2020-02-12,4265,1321
12593,TG,E,2020-02-13,7690,1320
12594,TG,E,2020-02-14,3700,1147
12595,TG,E,2020-02-15,500,1978
12596,TG,E,2020-02-16,0,0
12597,TG,E,2020-02-17,3030,1682
12598,TG,E,2020-02-18,6390,1189
12599,TG,E,2020-02-19,2670,1443
12600,TG,E,2020-02-20,2370,1638
12601,TG,E,2020-02-21,1860,1860
12602,TG,E,2020-02-22,0,0
12603,TG,E,2020-02-23,0,0
12604,TG,E,2020-02-24,2875,3321
12605,TG,E,2020-02-25,255,5008
12606,TG,E,2020-02-26,1120,1790
12607,TG,E,2020-02-27,3730,2319
12608,TG,E,2020-02-28,273,4438
12609,TG,E,2020-02-29,3160,1400
12610,TG,E,2020-03-01,0,0
12611,TG,E,2020-03-02,1900,3939
12612,TG,E,2020-03-03,30,3600
12613,TG,E,2020-03-04,800,3232
12614,TG,E,2020-03-05,360,4817
12615,TG,E,2020-03-06,0,0
12616,TG,E,2020-03-07,720,4700
12617,TG,E,2020-03-08,0,0
12618,TG,E,2020-03-09,1245,3873
12619,TG,E,2020-03-10,0,0
12620,TG,E,2020-03-11,0,0
12621,TG,E,2020-03-12,0,0
12622,TG,E,2020-03-13,0,0
12623,TG,E,2020-03-14,2095,4594
12624,TG,E,2020-03-15,0,0
12625,TG,E,2020-03-16,110,3000
12626,TG,E,2020-03-17,0,0
12627,TG,E,2020-03-18,600,3973
12628,TG,E,2020-03-19,0,0
12629,TG,E,2020-03-20,0,0
12630,TG,E,2020-03-21,968,3865
12631,TG,E,2020-03-22,0,0
12632,TG,E,2020-03-23,355,4854
12633,TG,E,2020-03-24,0,0
12634,TG,E,2020-03-25,1517,5267
12635,TG,E,2020-03-26,414,4031
12636,TG,E,2020-03-27,0,0
12637,TG,E,2020-03-28,415,2165
12638,TG,E,2020-03-29,0,0
12639,TG,E,2020-03-30,0,0
12640,TG,E,2020-03-31,0,0
12641,TG,E,2020-04-01,0,0
12642,TG,E,2020-04-02,288,4908
12643,TG,E,2020-04-03,726,6028
12644,TG,E,2020-04-04,1665,6053
12645,TG,E,2020-04-05,0,0
12646,TG,E,2020-04-06,822,6465
12647,TG,E,2020-04-07,96,6000
12648,TG,E,2020-04-08,666,6228
12649,TG,E,2020-04-09,0,0
12650,TG,E,2020-04-10,969,2256
12651,TG,E,2020-04-11,700,2313
12652,TG,E,2020-04-12,0,0
12653,TG,E,2020-04-13,0,0
12654,TG,E,2020-04-14,0,0
12655,TG,E,2020-04-15,144,5875
12656,TG,E,2020-04-16,1200,4316
12657,TG,E,2020-04-17,360,4842
12658,TG,E,2020-04-18,0,0
12659,TG,E,2020-04-19,0,0
12660,TG,E,2020-04-20,189,5333
12661,TG,E,2020-04-21,1106,5812
12662,TG,E,2020-04-22,201,4450
12663,TG,E,2020-04-23,0,0
12664,TG,E,2020-04-24,0,0
12665,TG,E,2020-04-25,774,6444
12666,TG,E,2020-04-26,0,0
12667,TG,E,2020-04-27,1080,2722
12668,TG,E,2020-04-28,0,0
12669,TG,E,2020-04-29,0,0
12670,TG,E,2020-04-30,0,0
12671,TG,E,2020-05-01,50,4560
12672,TG,E,2020-05-02,0,0
12673,TG,E,2020-05-03,0,0
