date,item,corporation,location,model,answer
2023-12-31,BC,E,J,ExtraTree,2227.9232621120236
2023-11-01,BC,E,S,ExtraTree,3387.975485209233
2023-11-02,BC,E,S,ExtraTree,101.68909090909092
2023-11-03,BC,E,S,ExtraTree,3198.3021626984123
2023-11-04,BC,E,S,ExtraTree,1528.3593510101011
2023-11-05,BC,E,S,ExtraTree,1528.3593510101011
2023-11-06,BC,E,S,ExtraTree,18.754
2023-11-07,BC,E,S,ExtraTree,3439.0803484691646
2023-11-08,BC,E,S,ExtraTree,1201.2107489177492
2023-11-09,BC,E,S,ExtraTree,1064.2571655844156
2023-11-10,BC,E,S,ExtraTree,3084.311413059163
2023-11-11,BC,E,S,ExtraTree,1133.6486529581528
2023-11-12,BC,E,S,ExtraTree,1133.6486529581528
2023-11-13,BC,E,S,ExtraTree,9.125454545454543
2023-11-14,BC,E,S,ExtraTree,2395.0674906260265
2023-11-15,BC,E,S,ExtraTree,1851.1401883116885
2023-11-16,BC,E,S,ExtraTree,2073.4241847041844
2023-11-17,BC,E,S,ExtraTree,1954.6940999278493
2023-11-18,BC,E,S,ExtraTree,2656.7651194083696
2023-11-19,BC,E,S,ExtraTree,2656.7651194083696
2023-11-20,BC,E,S,ExtraTree,60.002
2023-11-21,BC,E,S,ExtraTree,3067.5092673003323
2023-11-22,BC,E,S,ExtraTree,1635.3663023088018
2023-11-23,BC,E,S,ExtraTree,2118.8312355699863
2023-11-24,BC,E,S,ExtraTree,597.6060923520923
2023-11-25,BC,E,S,ExtraTree,2655.408910533911
2023-11-26,BC,E,S,ExtraTree,2655.408910533911
2023-11-27,BC,E,S,ExtraTree,2.2916666666666665
2023-11-28,BC,E,S,ExtraTree,2534.8190533117067
2023-11-29,BC,E,S,ExtraTree,2326.556637085138
2023-11-30,BC,E,S,ExtraTree,2930.917821428572
2023-12-01,BC,E,S,ExtraTree,465.119886002886
2023-12-02,BC,E,S,ExtraTree,4239.46354004329
2023-12-03,BC,E,S,ExtraTree,4239.46354004329
2023-12-04,BC,E,S,ExtraTree,44.09
2023-12-05,BC,E,S,ExtraTree,3367.016702380952
2023-12-06,BC,E,S,ExtraTree,378.22096248196254
2023-12-07,BC,E,S,ExtraTree,3636.845491702743
2023-12-08,BC,E,S,ExtraTree,1901.5685010822515
2023-12-09,BC,E,S,ExtraTree,3189.665612914864
2023-12-10,BC,E,S,ExtraTree,3189.665612914864
2023-12-11,BC,E,S,ExtraTree,42.40969696969697
2023-12-12,BC,E,S,ExtraTree,3031.956900072149
2023-12-13,BC,E,S,ExtraTree,2853.683771645022
2023-12-14,BC,E,S,ExtraTree,2802.4732460317464
2023-12-15,BC,E,S,ExtraTree,2654.312583333333
2023-12-16,BC,E,S,ExtraTree,2355.1314844877347
2023-12-17,BC,E,S,ExtraTree,2355.1314844877347
2023-12-18,BC,E,S,ExtraTree,0.0
2023-12-19,BC,E,S,ExtraTree,1060.074343418658
2023-12-20,BC,E,S,ExtraTree,1989.31138997114
2023-12-21,BC,E,S,ExtraTree,2297.365146103896
2023-12-22,BC,E,S,ExtraTree,2587.997084054835
2023-12-23,BC,E,S,ExtraTree,3123.5853823953817
2023-12-24,BC,E,S,ExtraTree,3123.5853823953817
2023-12-25,BC,E,S,ExtraTree,3851.68937012987
2023-12-26,BC,E,S,ExtraTree,2795.3375116550114
2023-12-27,BC,E,S,ExtraTree,2447.8076634199133
2023-12-28,BC,E,S,ExtraTree,2501.7642871572875
2023-12-29,BC,E,S,ExtraTree,2373.689581529581
2023-12-30,BC,E,S,ExtraTree,2984.9489963924966
2023-12-31,BC,E,S,ExtraTree,2984.9489963924966
2023-11-01,CB,A,J,ExtraTree,645.9135833333337
2023-11-02,CB,A,J,ExtraTree,121.44128354978356
2023-11-03,CB,A,J,ExtraTree,0.0
2023-11-04,CB,A,J,ExtraTree,441.0095793650793
2023-11-05,CB,A,J,ExtraTree,441.0095793650793
2023-11-06,CB,A,J,ExtraTree,0.0
2023-11-07,CB,A,J,ExtraTree,887.6220697521431
2023-11-08,CB,A,J,ExtraTree,119.68300072150072
2023-11-09,CB,A,J,ExtraTree,0.2033333333333333
2023-11-10,CB,A,J,ExtraTree,698.9098603896105
2023-11-11,CB,A,J,ExtraTree,156.23252669552673
2023-11-12,CB,A,J,ExtraTree,156.23252669552673
2023-11-13,CB,A,J,ExtraTree,21.392777777777777
2023-11-14,CB,A,J,ExtraTree,586.2109664502163
2023-11-15,CB,A,J,ExtraTree,759.9523077200579
2023-11-16,CB,A,J,ExtraTree,515.9985526695529
2023-11-17,CB,A,J,ExtraTree,3.917072368421053
2023-11-18,CB,A,J,ExtraTree,44.74722039072039
2023-11-19,CB,A,J,ExtraTree,44.74722039072039
2023-11-20,CB,A,J,ExtraTree,48.87288961038961
2023-11-21,CB,A,J,ExtraTree,277.16034031491387
2023-11-22,CB,A,J,ExtraTree,67.96923051948052
2023-11-23,CB,A,J,ExtraTree,197.3075864413365
2023-11-24,CB,A,J,ExtraTree,72.37996125730994
2023-11-25,CB,A,J,ExtraTree,963.1216176046177
2023-11-26,CB,A,J,ExtraTree,963.1216176046177
2023-11-27,CB,A,J,ExtraTree,38.90733405483405
2023-11-28,CB,A,J,ExtraTree,295.40294637551995
2023-11-29,CB,A,J,ExtraTree,648.271101010101
2023-11-30,CB,A,J,ExtraTree,913.478234126984
2023-12-01,CB,A,J,ExtraTree,509.7080082972582
2023-12-02,CB,A,J,ExtraTree,1103.406097402598
2023-12-03,CB,A,J,ExtraTree,1103.406097402598
2023-12-04,CB,A,J,ExtraTree,38.51678210678211
2023-12-05,CB,A,J,ExtraTree,870.2440836940835
2023-12-06,CB,A,J,ExtraTree,881.4455295815293
2023-12-07,CB,A,J,ExtraTree,882.8798430735928
2023-12-08,CB,A,J,ExtraTree,544.2009332611833
2023-12-09,CB,A,J,ExtraTree,870.1772245809743
2023-12-10,CB,A,J,ExtraTree,870.1772245809743
2023-12-11,CB,A,J,ExtraTree,0.5
2023-12-12,CB,A,J,ExtraTree,873.6874344707579
2023-12-13,CB,A,J,ExtraTree,960.6195266955264
2023-12-14,CB,A,J,ExtraTree,1027.8519794372294
2023-12-15,CB,A,J,ExtraTree,829.7023834776332
2023-12-16,CB,A,J,ExtraTree,958.7983411033408
2023-12-17,CB,A,J,ExtraTree,958.7983411033408
2023-12-18,CB,A,J,ExtraTree,0.0
2023-12-19,CB,A,J,ExtraTree,6.1083333333333325
2023-12-20,CB,A,J,ExtraTree,594.6157943722944
2023-12-21,CB,A,J,ExtraTree,923.3032243867244
2023-12-22,CB,A,J,ExtraTree,957.545772005772
2023-12-23,CB,A,J,ExtraTree,1097.5546113053615
2023-12-24,CB,A,J,ExtraTree,1097.5546113053615
2023-12-25,CB,A,J,ExtraTree,1056.1764220779216
2023-12-26,CB,A,J,ExtraTree,872.0654813683047
2023-12-27,CB,A,J,ExtraTree,316.599207070707
2023-12-28,CB,A,J,ExtraTree,37.6864893994894
2023-12-29,CB,A,J,ExtraTree,662.7008207070708
2023-12-30,CB,A,J,ExtraTree,1232.9914569042066
2023-12-31,CB,A,J,ExtraTree,1232.9914569042066
2023-11-01,CB,A,S,ExtraTree,0.0
2023-11-02,CB,A,S,ExtraTree,0.0
2023-11-03,CB,A,S,ExtraTree,0.0
2023-11-04,CB,A,S,ExtraTree,0.0
2023-11-05,CB,A,S,ExtraTree,0.0
2023-11-06,CB,A,S,ExtraTree,0.0
2023-11-07,CB,A,S,ExtraTree,0.0
2023-11-08,CB,A,S,ExtraTree,0.0
2023-11-09,CB,A,S,ExtraTree,0.0
2023-11-10,CB,A,S,ExtraTree,0.0
2023-11-11,CB,A,S,ExtraTree,0.0
2023-11-12,CB,A,S,ExtraTree,0.0
2023-11-13,CB,A,S,ExtraTree,0.0
2023-11-14,CB,A,S,ExtraTree,0.0
2023-11-15,CB,A,S,ExtraTree,0.0
2023-11-16,CB,A,S,ExtraTree,0.0
2023-11-17,CB,A,S,ExtraTree,0.0
2023-11-18,CB,A,S,ExtraTree,0.0
2023-11-19,CB,A,S,ExtraTree,0.0
2023-11-20,CB,A,S,ExtraTree,0.0
2023-11-21,CB,A,S,ExtraTree,0.0
2023-11-22,CB,A,S,ExtraTree,0.0
2023-11-23,CB,A,S,ExtraTree,0.0
2023-11-24,CB,A,S,ExtraTree,0.0
2023-11-25,CB,A,S,ExtraTree,0.0
2023-11-26,CB,A,S,ExtraTree,0.0
2023-11-27,CB,A,S,ExtraTree,0.0
2023-11-28,CB,A,S,ExtraTree,0.0
2023-11-29,CB,A,S,ExtraTree,0.0
2023-11-30,CB,A,S,ExtraTree,0.0
2023-12-01,CB,A,S,ExtraTree,0.0
2023-12-02,CB,A,S,ExtraTree,0.0
2023-12-03,CB,A,S,ExtraTree,0.0
2023-12-04,CB,A,S,ExtraTree,0.0
2023-12-05,CB,A,S,ExtraTree,0.0
2023-12-06,CB,A,S,ExtraTree,0.0
2023-12-07,CB,A,S,ExtraTree,0.0
2023-12-08,CB,A,S,ExtraTree,0.0
2023-12-09,CB,A,S,ExtraTree,0.0
2023-12-10,CB,A,S,ExtraTree,0.0
2023-12-11,CB,A,S,ExtraTree,0.0
2023-12-12,CB,A,S,ExtraTree,0.0
2023-12-13,CB,A,S,ExtraTree,0.0
2023-12-14,CB,A,S,ExtraTree,0.0
2023-12-15,CB,A,S,ExtraTree,0.0
2023-12-16,CB,A,S,ExtraTree,0.0
2023-12-17,CB,A,S,ExtraTree,0.0
2023-12-18,CB,A,S,ExtraTree,0.0
2023-12-19,CB,A,S,ExtraTree,0.0
2023-12-20,CB,A,S,ExtraTree,0.0
2023-12-21,CB,A,S,ExtraTree,0.0
2023-12-22,CB,A,S,ExtraTree,0.0
2023-12-23,CB,A,S,ExtraTree,0.0
2023-12-24,CB,A,S,ExtraTree,0.0
2023-12-25,CB,A,S,ExtraTree,0.0
2023-12-26,CB,A,S,ExtraTree,0.0
2023-12-27,CB,A,S,ExtraTree,0.0
2023-12-28,CB,A,S,ExtraTree,0.0
2023-12-29,CB,A,S,ExtraTree,0.0
2023-12-30,CB,A,S,ExtraTree,0.0
2023-12-31,CB,A,S,ExtraTree,0.0
2023-11-01,CB,D,J,ExtraTree,0.0
2023-11-02,CB,D,J,ExtraTree,0.0
2023-11-03,CB,D,J,ExtraTree,0.0
2023-11-04,CB,D,J,ExtraTree,0.0
2023-11-05,CB,D,J,ExtraTree,0.0
2023-11-06,CB,D,J,ExtraTree,0.0
2023-11-07,CB,D,J,ExtraTree,0.0
2023-11-08,CB,D,J,ExtraTree,0.0
2023-11-09,CB,D,J,ExtraTree,0.0
2023-11-10,CB,D,J,ExtraTree,0.0
2023-11-11,CB,D,J,ExtraTree,0.0
2023-11-12,CB,D,J,ExtraTree,0.0
2023-11-13,CB,D,J,ExtraTree,0.0
2023-11-14,CB,D,J,ExtraTree,0.0
2023-11-15,CB,D,J,ExtraTree,0.0
2023-11-16,CB,D,J,ExtraTree,0.0
2023-11-17,CB,D,J,ExtraTree,0.0
2023-11-18,CB,D,J,ExtraTree,0.0
2023-11-19,CB,D,J,ExtraTree,0.0
2023-11-20,CB,D,J,ExtraTree,0.0
2023-11-21,CB,D,J,ExtraTree,0.0
2023-11-22,CB,D,J,ExtraTree,0.0
2023-11-23,CB,D,J,ExtraTree,121.86992517265156
2023-11-24,CB,D,J,ExtraTree,0.0
2023-11-25,CB,D,J,ExtraTree,0.0
2023-11-26,CB,D,J,ExtraTree,0.0
2023-11-27,CB,D,J,ExtraTree,0.0
2023-11-28,CB,D,J,ExtraTree,0.0
2023-11-29,CB,D,J,ExtraTree,0.0
2023-11-30,CB,D,J,ExtraTree,0.0
2023-12-01,CB,D,J,ExtraTree,0.0
2023-12-02,CB,D,J,ExtraTree,0.0
2023-12-03,CB,D,J,ExtraTree,0.0
2023-12-04,CB,D,J,ExtraTree,0.0
2023-12-05,CB,D,J,ExtraTree,0.0
2023-12-06,CB,D,J,ExtraTree,0.0
2023-12-07,CB,D,J,ExtraTree,0.0
2023-12-08,CB,D,J,ExtraTree,0.0
2023-12-09,CB,D,J,ExtraTree,0.0
2023-12-10,CB,D,J,ExtraTree,0.0
2023-12-11,CB,D,J,ExtraTree,0.0
2023-12-12,CB,D,J,ExtraTree,0.0
2023-12-13,CB,D,J,ExtraTree,0.0
2023-12-14,CB,D,J,ExtraTree,0.0
2023-12-15,CB,D,J,ExtraTree,0.0
2023-12-16,CB,D,J,ExtraTree,0.0
2023-12-17,CB,D,J,ExtraTree,0.0
2023-12-18,CB,D,J,ExtraTree,0.0
2023-12-19,CB,D,J,ExtraTree,0.0
2023-12-20,CB,D,J,ExtraTree,0.0
2023-12-21,CB,D,J,ExtraTree,0.3292307692307692
2023-12-22,CB,D,J,ExtraTree,143.63241713496566
2023-12-23,CB,D,J,ExtraTree,0.9722222222222224
2023-12-24,CB,D,J,ExtraTree,0.9722222222222224
2023-12-25,CB,D,J,ExtraTree,0.0
2023-12-26,CB,D,J,ExtraTree,51.10599235305757
2023-12-27,CB,D,J,ExtraTree,417.1262198203843
2023-12-28,CB,D,J,ExtraTree,42.66922620198485
2023-12-29,CB,D,J,ExtraTree,0.0
2023-12-30,CB,D,J,ExtraTree,102.08349168374365
2023-12-31,CB,D,J,ExtraTree,102.08349168374365
2023-11-01,CB,E,J,ExtraTree,0.0
2023-11-02,CB,E,J,ExtraTree,0.0130053191489361
2023-11-03,CB,E,J,ExtraTree,0.0
2023-11-04,CB,E,J,ExtraTree,0.08415492116579068
2023-11-05,CB,E,J,ExtraTree,0.08415492116579068
2023-11-06,CB,E,J,ExtraTree,0.0
2023-11-07,CB,E,J,ExtraTree,0.0
2023-11-08,CB,E,J,ExtraTree,0.0
2023-11-09,CB,E,J,ExtraTree,0.16581781914893617
2023-11-10,CB,E,J,ExtraTree,717.063934433622
2023-11-11,CB,E,J,ExtraTree,9.915095138557094
2023-11-12,CB,E,J,ExtraTree,9.915095138557094
2023-11-13,CB,E,J,ExtraTree,0.0
2023-11-14,CB,E,J,ExtraTree,0.0
2023-11-15,CB,E,J,ExtraTree,0.0
2023-11-16,CB,E,J,ExtraTree,591.0566866883116
2023-11-17,CB,E,J,ExtraTree,12.454202020202018
2023-11-18,CB,E,J,ExtraTree,280.0742285023091
2023-11-19,CB,E,J,ExtraTree,280.0742285023091
2023-11-20,CB,E,J,ExtraTree,0.0
2023-11-21,CB,E,J,ExtraTree,0.0
2023-11-22,CB,E,J,ExtraTree,0.0
2023-11-23,CB,E,J,ExtraTree,77.64736832611833
2023-11-24,CB,E,J,ExtraTree,0.0
2023-11-25,CB,E,J,ExtraTree,0.08415492116579068
2023-11-26,CB,E,J,ExtraTree,0.08415492116579068
2023-11-27,CB,E,J,ExtraTree,25.66713582251082
2023-11-28,CB,E,J,ExtraTree,834.7298779064565
2023-11-29,CB,E,J,ExtraTree,424.35438918720166
2023-11-30,CB,E,J,ExtraTree,0.0130053191489361
2023-12-01,CB,E,J,ExtraTree,79.47609568903319
2023-12-02,CB,E,J,ExtraTree,0.08415492116579068
2023-12-03,CB,E,J,ExtraTree,0.08415492116579068
2023-12-04,CB,E,J,ExtraTree,0.0
2023-12-05,CB,E,J,ExtraTree,136.70253385850265
2023-12-06,CB,E,J,ExtraTree,0.0
2023-12-07,CB,E,J,ExtraTree,0.0130053191489361
2023-12-08,CB,E,J,ExtraTree,0.0
2023-12-09,CB,E,J,ExtraTree,0.08415492116579068
2023-12-10,CB,E,J,ExtraTree,0.08415492116579068
2023-12-11,CB,E,J,ExtraTree,0.0
2023-12-12,CB,E,J,ExtraTree,0.0
2023-12-13,CB,E,J,ExtraTree,64.95089682539682
2023-12-14,CB,E,J,ExtraTree,46.568128066378065
2023-12-15,CB,E,J,ExtraTree,36.17592397186147
2023-12-16,CB,E,J,ExtraTree,481.3388180551174
2023-12-17,CB,E,J,ExtraTree,481.3388180551174
2023-12-18,CB,E,J,ExtraTree,40.7903198051948
2023-12-19,CB,E,J,ExtraTree,180.53193077408707
2023-12-20,CB,E,J,ExtraTree,57.66463753607503
2023-12-21,CB,E,J,ExtraTree,62.625278228715736
2023-12-22,CB,E,J,ExtraTree,481.6701700036075
2023-12-23,CB,E,J,ExtraTree,208.62478739133672
2023-12-24,CB,E,J,ExtraTree,208.62478739133672
2023-12-25,CB,E,J,ExtraTree,635.5708649891775
2023-12-26,CB,E,J,ExtraTree,859.4163819648982
2023-12-27,CB,E,J,ExtraTree,5.3166875000000005
2023-12-28,CB,E,J,ExtraTree,665.711896735209
2023-12-29,CB,E,J,ExtraTree,325.50026388888887
2023-12-30,CB,E,J,ExtraTree,935.6258969433345
2023-12-31,CB,E,J,ExtraTree,935.6258969433345
2023-11-01,CB,F,J,ExtraTree,0.11568528597881507
2023-11-02,CB,F,J,ExtraTree,0.16449224800413148
2023-11-03,CB,F,J,ExtraTree,0.11568528597881507
2023-11-04,CB,F,J,ExtraTree,0.11568528597881507
2023-11-05,CB,F,J,ExtraTree,0.11568528597881507
2023-11-06,CB,F,J,ExtraTree,0.11568528597881507
2023-11-07,CB,F,J,ExtraTree,0.2565699040799445
2023-11-08,CB,F,J,ExtraTree,0.11568528597881507
2023-11-09,CB,F,J,ExtraTree,0.16449224800413148
2023-11-10,CB,F,J,ExtraTree,0.11568528597881507
2023-11-11,CB,F,J,ExtraTree,0.11568528597881507
2023-11-12,CB,F,J,ExtraTree,0.11568528597881507
2023-11-13,CB,F,J,ExtraTree,0.11568528597881507
2023-11-14,CB,F,J,ExtraTree,0.2565699040799445
2023-11-15,CB,F,J,ExtraTree,0.11568528597881507
2023-11-16,CB,F,J,ExtraTree,0.16449224800413148
2023-11-17,CB,F,J,ExtraTree,0.11568528597881507
2023-11-18,CB,F,J,ExtraTree,0.11568528597881507
2023-11-19,CB,F,J,ExtraTree,0.11568528597881507
2023-11-20,CB,F,J,ExtraTree,1.6830416784786066
2023-11-21,CB,F,J,ExtraTree,1.8239262965797363
2023-11-22,CB,F,J,ExtraTree,1.6830416784786066
2023-11-23,CB,F,J,ExtraTree,1.719570159491265
2023-11-24,CB,F,J,ExtraTree,1.6830416784786066
2023-11-25,CB,F,J,ExtraTree,330.45207787007865
2023-11-26,CB,F,J,ExtraTree,330.45207787007865
2023-11-27,CB,F,J,ExtraTree,9.148480504815103
2023-11-28,CB,F,J,ExtraTree,0.2565699040799445
2023-11-29,CB,F,J,ExtraTree,0.11568528597881507
2023-11-30,CB,F,J,ExtraTree,0.16449224800413148
2023-12-01,CB,F,J,ExtraTree,0.11568528597881507
2023-12-02,CB,F,J,ExtraTree,0.11568528597881507
2023-12-03,CB,F,J,ExtraTree,0.11568528597881507
2023-12-04,CB,F,J,ExtraTree,0.11568528597881507
2023-12-05,CB,F,J,ExtraTree,0.2565699040799445
2023-12-06,CB,F,J,ExtraTree,0.11568528597881507
2023-12-07,CB,F,J,ExtraTree,0.16449224800413148
2023-12-08,CB,F,J,ExtraTree,0.11568528597881507
2023-12-09,CB,F,J,ExtraTree,0.4660113729353368
2023-12-10,CB,F,J,ExtraTree,0.4660113729353368
2023-12-11,CB,F,J,ExtraTree,19.21482836505299
2023-12-12,CB,F,J,ExtraTree,1.8239262965797363
2023-12-13,CB,F,J,ExtraTree,2.3055132693876974
2023-12-14,CB,F,J,ExtraTree,2.342041750400356
2023-12-15,CB,F,J,ExtraTree,328.216399452146
2023-12-16,CB,F,J,ExtraTree,385.4585499614032
2023-12-17,CB,F,J,ExtraTree,385.4585499614032
2023-12-18,CB,F,J,ExtraTree,34.32440467543537
2023-12-19,CB,F,J,ExtraTree,388.02849639584946
2023-12-20,CB,F,J,ExtraTree,347.1318244001031
2023-12-21,CB,F,J,ExtraTree,141.20686870677542
2023-12-22,CB,F,J,ExtraTree,374.2079389167508
2023-12-23,CB,F,J,ExtraTree,715.3017661747588
2023-12-24,CB,F,J,ExtraTree,715.3017661747588
2023-12-25,CB,F,J,ExtraTree,652.7775024286897
2023-12-26,CB,F,J,ExtraTree,390.37156583217603
2023-12-27,CB,F,J,ExtraTree,679.2864168195483
2023-12-28,CB,F,J,ExtraTree,786.8539912957426
2023-12-29,CB,F,J,ExtraTree,506.24293418203223
2023-12-30,CB,F,J,ExtraTree,599.4509602373614
2023-12-31,CB,F,J,ExtraTree,599.4509602373614
2023-11-01,CR,A,J,ExtraTree,1133.6901041711913
2023-11-02,CR,A,J,ExtraTree,981.756099291568
2023-11-03,CR,A,J,ExtraTree,1120.7849526560396
2023-11-04,CR,A,J,ExtraTree,1113.0977383703255
2023-11-05,CR,A,J,ExtraTree,1113.0977383703255
2023-11-06,CR,A,J,ExtraTree,0.0
2023-11-07,CR,A,J,ExtraTree,903.2567056966682
2023-11-08,CR,A,J,ExtraTree,1150.7849562635436
2023-11-09,CR,A,J,ExtraTree,1028.0549658139346
2023-11-10,CR,A,J,ExtraTree,1003.05202136949
2023-11-11,CR,A,J,ExtraTree,1019.7217515282202
2023-11-12,CR,A,J,ExtraTree,1019.7217515282202
2023-11-13,CR,A,J,ExtraTree,0.0
2023-11-14,CR,A,J,ExtraTree,943.1852625623168
2023-11-15,CR,A,J,ExtraTree,1069.562867329086
2023-11-16,CR,A,J,ExtraTree,890.8993409943098
2023-11-17,CR,A,J,ExtraTree,974.122164226633
2023-11-18,CR,A,J,ExtraTree,1131.6402383703255
2023-11-19,CR,A,J,ExtraTree,1131.6402383703255
2023-11-20,CR,A,J,ExtraTree,0.0
2023-11-21,CR,A,J,ExtraTree,917.928665403628
2023-11-22,CR,A,J,ExtraTree,1150.5403094381466
2023-11-23,CR,A,J,ExtraTree,306.48990412562256
2023-11-24,CR,A,J,ExtraTree,730.3083542568543
2023-11-25,CR,A,J,ExtraTree,1044.772819829593
2023-11-26,CR,A,J,ExtraTree,1044.772819829593
2023-11-27,CR,A,J,ExtraTree,8.004434274091025
2023-11-28,CR,A,J,ExtraTree,908.6124507571632
2023-11-29,CR,A,J,ExtraTree,1065.9963745034977
2023-11-30,CR,A,J,ExtraTree,1124.1066174486402
2023-12-01,CR,A,J,ExtraTree,1138.8972285597513
2023-12-02,CR,A,J,ExtraTree,1041.2594565539794
2023-12-03,CR,A,J,ExtraTree,1041.2594565539794
2023-12-04,CR,A,J,ExtraTree,0.0
2023-12-05,CR,A,J,ExtraTree,872.0332936978483
2023-12-06,CR,A,J,ExtraTree,1066.9999317189747
2023-12-07,CR,A,J,ExtraTree,945.6475893898996
2023-12-08,CR,A,J,ExtraTree,1051.430100312042
2023-12-09,CR,A,J,ExtraTree,1002.8197157542828
2023-12-10,CR,A,J,ExtraTree,1002.8197157542828
2023-12-11,CR,A,J,ExtraTree,126.3588270107086
2023-12-12,CR,A,J,ExtraTree,922.1710996126463
2023-12-13,CR,A,J,ExtraTree,1172.6765843912408
2023-12-14,CR,A,J,ExtraTree,1244.901740987641
2023-12-15,CR,A,J,ExtraTree,1029.8579419752598
2023-12-16,CR,A,J,ExtraTree,1130.1052969063455
2023-12-17,CR,A,J,ExtraTree,1130.1052969063455
2023-12-18,CR,A,J,ExtraTree,3.574065934065934
2023-12-19,CR,A,J,ExtraTree,892.3452744261843
2023-12-20,CR,A,J,ExtraTree,1118.96696420357
2023-12-21,CR,A,J,ExtraTree,1124.255260722136
2023-12-22,CR,A,J,ExtraTree,1226.3076961506824
2023-12-23,CR,A,J,ExtraTree,1124.2826368617118
2023-12-24,CR,A,J,ExtraTree,1124.2826368617118
2023-12-25,CR,A,J,ExtraTree,194.2828657012212
2023-12-26,CR,A,J,ExtraTree,928.6073409411192
2023-12-27,CR,A,J,ExtraTree,1261.7294837068227
2023-12-28,CR,A,J,ExtraTree,1207.129428102513
2023-12-29,CR,A,J,ExtraTree,1174.9669640804934
2023-12-30,CR,A,J,ExtraTree,1174.1973840531743
2023-12-31,CR,A,J,ExtraTree,1174.1973840531743
2023-11-01,CR,B,J,ExtraTree,0.0
2023-11-02,CR,B,J,ExtraTree,0.0
2023-11-03,CR,B,J,ExtraTree,0.0
2023-11-04,CR,B,J,ExtraTree,0.0
2023-11-05,CR,B,J,ExtraTree,0.0
2023-11-06,CR,B,J,ExtraTree,0.0
2023-11-07,CR,B,J,ExtraTree,0.0
2023-11-08,CR,B,J,ExtraTree,0.0
2023-11-09,CR,B,J,ExtraTree,0.0
2023-11-10,CR,B,J,ExtraTree,0.0
2023-11-11,CR,B,J,ExtraTree,0.0
2023-11-12,CR,B,J,ExtraTree,0.0
2023-11-13,CR,B,J,ExtraTree,0.0
2023-11-14,CR,B,J,ExtraTree,0.0
2023-11-15,CR,B,J,ExtraTree,0.0
2023-11-16,CR,B,J,ExtraTree,0.0
2023-11-17,CR,B,J,ExtraTree,0.0
2023-11-18,CR,B,J,ExtraTree,0.0
2023-11-19,CR,B,J,ExtraTree,0.0
2023-11-20,CR,B,J,ExtraTree,0.0
2023-11-21,CR,B,J,ExtraTree,0.0
2023-11-22,CR,B,J,ExtraTree,0.0
2023-11-23,CR,B,J,ExtraTree,0.0
2023-11-24,CR,B,J,ExtraTree,0.7936507936507936
2023-11-25,CR,B,J,ExtraTree,0.0
2023-11-26,CR,B,J,ExtraTree,0.0
2023-11-27,CR,B,J,ExtraTree,0.0
2023-11-28,CR,B,J,ExtraTree,0.0
2023-11-29,CR,B,J,ExtraTree,0.0
2023-11-30,CR,B,J,ExtraTree,20.02364000582751
2023-12-01,CR,B,J,ExtraTree,0.0
2023-12-02,CR,B,J,ExtraTree,0.0
2023-12-03,CR,B,J,ExtraTree,0.0
2023-12-04,CR,B,J,ExtraTree,0.0
2023-12-05,CR,B,J,ExtraTree,0.0
2023-12-06,CR,B,J,ExtraTree,6.129697871572872
2023-12-07,CR,B,J,ExtraTree,6.4575
2023-12-08,CR,B,J,ExtraTree,0.8938392857142856
2023-12-09,CR,B,J,ExtraTree,10.621545546558705
2023-12-10,CR,B,J,ExtraTree,10.621545546558705
2023-12-11,CR,B,J,ExtraTree,0.9692763157894737
2023-12-12,CR,B,J,ExtraTree,932.6970905261398
2023-12-13,CR,B,J,ExtraTree,6.426255933394092
2023-12-14,CR,B,J,ExtraTree,17.44686376123876
2023-12-15,CR,B,J,ExtraTree,1176.6395739986447
2023-12-16,CR,B,J,ExtraTree,0.2
2023-12-17,CR,B,J,ExtraTree,0.2
2023-12-18,CR,B,J,ExtraTree,0.4086513157894737
2023-12-19,CR,B,J,ExtraTree,1.4605263157894737
2023-12-20,CR,B,J,ExtraTree,21.13475478563404
2023-12-21,CR,B,J,ExtraTree,1174.9805584209912
2023-12-22,CR,B,J,ExtraTree,1190.470933980274
2023-12-23,CR,B,J,ExtraTree,1398.886805818598
2023-12-24,CR,B,J,ExtraTree,1398.886805818598
2023-12-25,CR,B,J,ExtraTree,15.852989926739928
2023-12-26,CR,B,J,ExtraTree,35.638657058820954
2023-12-27,CR,B,J,ExtraTree,1202.0887768754187
2023-12-28,CR,B,J,ExtraTree,1231.7206680147938
2023-12-29,CR,B,J,ExtraTree,1404.0531314072714
2023-12-30,CR,B,J,ExtraTree,1235.1565154502327
2023-12-31,CR,B,J,ExtraTree,1235.1565154502327
2023-11-01,CR,C,J,ExtraTree,0.11336624672642077
2023-11-02,CR,C,J,ExtraTree,0.08067393903411307
2023-11-03,CR,C,J,ExtraTree,0.11336624672642077
2023-11-04,CR,C,J,ExtraTree,0.1426631217264208
2023-11-05,CR,C,J,ExtraTree,0.1426631217264208
2023-11-06,CR,C,J,ExtraTree,0.08067393903411307
2023-11-07,CR,C,J,ExtraTree,0.08067393903411307
2023-11-08,CR,C,J,ExtraTree,0.11336624672642077
2023-11-09,CR,C,J,ExtraTree,0.08067393903411307
2023-11-10,CR,C,J,ExtraTree,0.11336624672642077
2023-11-11,CR,C,J,ExtraTree,0.1426631217264208
2023-11-12,CR,C,J,ExtraTree,0.1426631217264208
